# Brio-Wu, gamma = 2, Bx = 0.75, t = 0.1: HLL finite volume, 10000 cells, sampled at 2000 points
# x rho u v w p By Bz
0.37775000000000003 0.8006521040386456 0.37704158129980214 -0.12290822131815247 0.0 0.6412039347818725 0.7515114883982056 0.0
0.37825000000000003 0.7989997737182967 0.3803521798100632 -0.12415791003249786 0.0 0.638561930953777 0.7493760452095054 0.0
0.37875000000000003 0.797349090622681 0.38366289903390255 -0.12541121399530586 0.0 0.6359280080025054 0.74724105777257 0.0
0.37925000000000003 0.7957000627203515 0.3869737233573487 -0.12666814721848138 0.0 0.6333021622905617 0.7451065270423824 0.0
0.37975000000000003 0.7940526980589713 0.3902846369426801 -0.12792872374117237 0.0 0.6306843902174655 0.7429724540140854 0.0
0.38025000000000003 0.7924070047838496 0.39359562368994644 -0.12919295761523006 0.0 0.6280746882480801 0.7408388397467477 0.0
0.38075000000000003 0.7907629911573103 0.39690666719658607 -0.13046086288969208 0.0 0.6254730529418813 0.7387056853883188 0.0
0.38125000000000003 0.7891206655789879 0.400217750714909 -0.13173245359416988 0.0 0.6228794809833271 0.7365729922019192 0.0
0.38175000000000003 0.7874800366071837 0.4035288571071829 -0.13300774372102528 0.0 0.620293969213495 0.7344407615936399 0.0
0.38225000000000003 0.785841112981405 0.406839968798043 -0.13428674720620196 0.0 0.6177165146631712 0.732308995142025 0.0
0.38275000000000003 0.7842039036462345 0.4101510677239167 -0.1355694779085619 0.0 0.6151471145875931 0.7301776946294396 0.0
0.38325000000000004 0.7825684177766808 0.41346213527912795 -0.13685594958756683 0.0 0.6125857665030496 0.7280468620755404 0.0
0.38375000000000004 0.7809346648051905 0.41677315225830325 -0.13814617587912897 0.0 0.6100324682255894 0.7259164997730918 0.0
0.38425000000000004 0.7793026544505013 0.4200840987946699 -0.13944017026942487 0.0 0.6074872179120892 0.7237866103263882 0.0
0.38475000000000004 0.7776723967485576 0.4233949542937889 -0.14073794606645665 0.0 0.6049500141039665 0.7216571966925814 0.0
0.38525000000000004 0.7760439020857072 0.42670569736221825 -0.14203951636911483 0.0 0.6024208557738646 0.7195282622262352 0.0
0.38575000000000004 0.7744171812344544 0.43001630573054406 -0.14334489403346748 0.0 0.5998997423756431 0.717399810727473 0.0
0.38625000000000004 0.7727922453920385 0.43332675617014593 -0.14465409163597098 0.0 0.5973866738980766 0.7152718464941208 0.0
0.38675000000000004 0.7711691062221744 0.43663702440300445 -0.14596712143325952 0.0 0.5948816509226885 0.7131443743782945 0.0
0.38725000000000004 0.7695477759003039 0.43994708500376517 -0.14728399531813247 0.0 0.5923846746862074 0.7110173998479407 0.0
0.38775000000000004 0.767928267162763 0.4432569112931772 -0.14860472477130646 0.0 0.5898957471481758 0.7088909290538932 0.0
0.38825000000000004 0.7663105933603146 0.4465664752219282 -0.14992932080845328 0.0 0.5874148710643317 0.7067649689030783 0.0
0.38875000000000004 0.7646947685165547 0.44987574724376167 -0.15125779392197503 0.0 0.5849420500664314 0.7046395271385838 0.0
0.38925000000000004 0.7630808073917597 0.4531846961766301 -0.1525901540169037 0.0 0.5824772887492828 0.7025146124274013 0.0
0.38975000000000004 0.7614687255528213 0.45649328905047404 -0.153926410340235 0.0 0.5800205927658494 0.7003902344567415 0.0
0.39025000000000004 0.7598585394499976 0.4598014909400317 -0.15526657140290445 0.0 0.5775719689314089 0.6982664040399552 0.0
0.39075000000000004 0.7582502665013017 0.46310926478087067 -0.15661064489352208 0.0 0.5751314253378516 0.6961431332332249 0.0
0.39125000000000004 0.7566439251854675 0.46641657116659185 -0.15795863758284648 0.0 0.5726989714793915 0.6940204354643433 0.0
0.39175000000000004 0.7550395351445559 0.4697233681248712 -0.15931055521785042 0.0 0.5702746183910974 0.6918983256750904 0.0
0.39225000000000004 0.7534371172974178 0.4730296108696748 -0.16066640240406124 0.0 0.5678583788018675 0.6897768204789203 0.0
0.39275000000000004 0.7518366939653904 0.4763352515266177 -0.16202618247467854 0.0 0.5654502673037061 0.6876559383359073 0.0
0.39325000000000004 0.7502382890118243 0.4796402388279827 -0.16338989734474338 0.0 0.5630503005393995 0.6855356997472078 0.0
0.39375000000000004 0.7486419279972452 0.48294451777341535 -0.1647575473483913 0.0 0.5606584974110316 0.6834161274715905 0.0
0.39425000000000004 0.7470476383522505 0.48624802925171734 -0.16612913105691965 0.0 0.55827487931211 0.6812972467669961 0.0
0.39475000000000005 0.7454554495705271 0.4895507096184707 -0.1675046450750561 0.0 0.5558994703865049 0.6791790856605187 0.0
0.39525000000000005 0.7438653934247785 0.4928524902233977 -0.16888408381241546 0.0 0.5535322978179044 0.6770616752507359 0.0
0.39575000000000005 0.7422775042087505 0.49615329688043613 -0.1702674392266541 0.0 0.5511733921540345 0.6749450500469139 0.0
0.39625000000000005 0.7406918190090804 0.49945304927236606 -0.17165470053427262 0.0 0.5488227876706033 0.6728292483503504 0.0
0.39675 0.7391083780112712 0.5027516602805294 -0.17304585388437027 0.0 0.5464805227807022 0.6707143126839556 0.0
0.39725 0.7375272248448189 0.5060490352286126 -0.17444088198987068 0.0 0.5441466404963383 0.668600290277177 0.0
0.39775 0.7359484069733436 0.5093450710276286 -0.1758397637098253 0.0 0.5418211889498951 0.6664872336145692 0.0
0.39825 0.7343719761365718 0.512639655207052 -0.17724247357530928 0.0 0.53950422198462 0.6643752010577042 0.0
0.39875 0.7327979888522096 0.5159326648144567 -0.17864898125012355 0.0 0.5371957998248245 0.6622642575518055 0.0
0.39925 0.731226506987135 0.519223965162916 -0.180059250915977 0.0 0.5348959898383244 0.6601544754304863 0.0
0.39975 0.7296575984090371 0.5225134084017151 -0.1814732405699691 0.0 0.5326048674059051 0.6580459353343516 0.0
0.40025 0.7280913377316398 0.5258008318814891 -0.18289090121996657 0.0 0.5303225169152528 0.6559387272620996 0.0
0.40075 0.7265278071690662 0.5290860562795797 -0.1843121759608075 0.0 0.5280490329000028 0.6538329517761876 0.0
0.40125 0.7249670975178257 0.5323688834449584 -0.18573699891104803 0.0 0.525784521348422 0.6517287213892804 0.0
0.40175 0.7234093092884075 0.5356490939143463 -0.1871652939860819 0.0 0.5235291012108991 0.6496261621626839 0.0
0.40225 0.7218545540127542 0.5389264440417535 -0.18859697347875135 0.0 0.5212829061410527 0.6475254155540427 0.0
0.40275 0.7203029557590139 0.5422006626722861 -0.1900319364128688 0.0 0.5190460865120922 0.6454266405589062 0.0
0.40325 0.7187546528912833 0.5454714472772493 -0.1914700666280967 0.0 0.5168188117583741 0.6433300161997076 0.0
0.40375 0.7172098001196854 0.5487384594506893 -0.19291123054617926 0.0 0.5146012731021944 0.641235744426583 0.0
0.40425 0.7156685708954583 0.5520013196469575 -0.19435527455813617 0.0 0.5123936867381891 0.6391440535077361 0.0
0.40475 0.7141311602171557 0.5552596010136868 -0.19580202195935856 0.0 0.5101962975627715 0.6370552020033198 0.0
0.40525 0.7125977879280332 0.5585128221437393 -0.1972512693439913 0.0 0.5080093835544808 0.6349694834367111 0.0
0.40575 0.711068702601835 0.5617604385318546 -0.19870278235088643 0.0 0.5058332609336994 0.6328872318014812 0.0
0.40625 0.7095441861352112 0.5650018324753141 -0.20015629062995285 0.0 0.5036682902578875 0.6308088280723336 0.0
0.40675 0.7080245591908102 0.5682363011009445 -0.2016114818688842 0.0 0.5015148836424516 0.6287347079250971 0.0
0.40725 0.7065101876667171 0.5714630421308889 -0.20306799468483167 0.0 0.49937351333895796 0.6266653709160057 0.0
0.40775 0.7050014904066387 0.5746811369139454 -0.2045254101421238 0.0 0.4972447219533085 0.6246013914258015 0.0
0.40825 0.7034989484125223 0.5778895301447055 -0.20598324160398662 0.0 0.49512913464854935 0.6225434317417757 0.0
0.40875 0.7020031158787209 0.581087005565603 -0.20744092256147734 0.0 0.49302747375232703 0.6204922577329925 0.0
0.40925 0.7005146334361516 0.5842721567934934 -0.20889779200451586 0.0 0.49094057627977095 0.6184487576731373 0.0
0.40975 0.6990342440775823 0.587443352229043 -0.21035307680610807 0.0 0.48886941499079073 0.6164139648839584 0.0
0.41025 0.6975628123324855 0.5905986927914021 -0.21180587048012522 0.0 0.48681512372777047 0.6143890850117846 0.0
0.41075 0.6961013473716063 0.5937359609724769 -0.21325510754519794 0.0 0.4847790279252031 0.6123755289101163 0.0
0.41125 0.6946510308452561 0.5968525594294949 -0.2146995325845907 0.0 0.4827626813436733 0.6103749522795835 0.0
0.41175 0.693213250388786 0.5999454370458044 -0.21613766294125278 0.0 0.4807679102479093 0.6083893034035212 0.0
0.41225 0.6917896398498571 0.6030110001181561 -0.2175677438434333 0.0 0.47879686640390623 0.6064208804934442 0.0
0.41275 0.6903821273790545 0.606045006131214 -0.21898769464766113 0.0 0.47685209037877185 0.6044724002870608 0.0
0.41325 0.6889929925324265 0.6090424375570397 -0.220395044862748 0.0 0.4749365866285916 0.6025470795573179 0.0
0.41375 0.6876249333855231 0.6119973534366254 -0.22178685876507284 0.0 0.4730539116536487 0.6006487309859614 0.0
0.41425 0.6862811442315867 0.6149027174312056 -0.22315964786756576 0.0 0.4712082759260612 0.5987818742555396 0.0
0.41475 0.6849654035444488 0.6177502029863813 -0.2245092714717034 0.0 0.4694046591060912 0.5969518619525898 0.0
0.41525 0.6836821702559586 0.6205299798369542 -0.22583082732048299 0.0 0.4676489359005763 0.5951650175612705 0.0
0.41575 0.6824366836530358 0.6232304921251248 -0.22711853740329355 0.0 0.4659480062876648 0.5934287789244651 0.0
0.41625 0.6812350578736789 0.6258382479441712 -0.22836563876848953 0.0 0.46430991812412015 0.5917518343901308 0.0
0.41675 0.6800843555873953 0.6283376542345465 -0.22956429632913108 0.0 0.46274396172721616 0.590144229746854 0.0
0.41725 0.6789926166749626 0.6307109503375461 -0.23070556445648413 0.0 0.46126070447989026 0.588617411541124 0.0
0.41775 0.677968806860226 0.6329383175305155 -0.23177943633339737 0.0 0.4598719192215387 0.5871841568649306 0.0
0.41825 0.6770226398876878 0.6349982670078185 -0.23277503280170872 0.0 0.45859034525214715 0.5858583234835295 0.0
0.41875 0.6761642188815847 0.6368684264209986 -0.23368099141204218 0.0 0.4574292103125729 0.5846543428073734 0.0
0.41925 0.6754034450817049 0.6385268395182505 -0.23448611359230487 0.0 0.45640144526343507 0.583586381859698 0.0
0.41975 0.6747491654194991 0.6399538421065082 -0.235180301907256 0.0 0.45551855379621364 0.5826671335804764 0.0
0.42025 0.6742080847032424 0.6411344577053858 -0.23575575885573902 0.0 0.45478917105563665 0.5819062722100098 0.0
0.42075 0.6737835565430326 0.6420610612899846 -0.2362083204729825 0.0 0.4542174617142659 0.5813087362752144 0.0
0.42125 0.6734744740628117 0.6427358238291879 -0.23653867992957886 0.0 0.4538016496873178 0.580873153557317 0.0
0.42175 0.6732745646287375 0.6431722674200918 -0.23675316576056452 0.0 0.4535330827248291 0.580590839983779 0.0
0.42225 0.6731723909141317 0.6433952659731865 -0.23686374405252097 0.0 0.45339623426197806 0.5804458005357662 0.0
0.42275 0.6731522266392235 0.6434391225918533 -0.2368870642012808 0.0 0.45336986895393455 0.5804159689306975 0.0
0.42325 0.6731957218727301 0.6433439130999655 -0.236842647056423 0.0 0.4534292623125819 0.5804755630949303 0.0
0.42375 0.6732840080009611 0.6431508667933438 -0.23675060201359993 0.0 0.45354901139191744 0.5805980592327615 0.0
0.42425 0.6733997351109539 0.642897899054745 -0.2366294259038216 0.0 0.4537057605804825 0.580759066828084 0.0
0.42475 0.6735285613329665 0.6426163487194018 -0.23649440093543342 0.0 0.4538801984802113 0.5809384274365215 0.0
0.42525 0.6736598605133309 0.6423294300124996 -0.2363568385355086 0.0 0.4540580098602832 0.5811212098407733 0.0
0.42575 0.6737866772928139 0.6420523326883533 -0.2362241320280382 0.0 0.45422981819272346 0.5812976448581313 0.0
0.42625 0.673905153166252 0.6417934789797465 -0.23610037419585994 0.0 0.4543904164588729 0.5814623162450744 0.0
0.42675 0.6740137121531453 0.6415563050142128 -0.23598722904618497 0.0 0.4545376730653013 0.581613014545112 0.0
0.42725 0.6741122489683985 0.6413410355561397 -0.23588479835575601 0.0 0.4546714395944971 0.581749595466853 0.0
0.42775 0.674201464951992 0.6411461349781424 -0.23579232895268118 0.0 0.45479265643577205 0.5818730466507408 0.0
0.42825 0.6742824016946674 0.6409693258223912 -0.23570870852901005 0.0 0.4549027241357846 0.5819848326156473 0.0
0.42875 0.6743561577074175 0.6408082073274217 -0.2356327663210169 0.0 0.4550031211675034 0.5820864970096442 0.0
0.42925 0.6744237436315662 0.640660571342195 -0.23556342642349898 0.0 0.4550952083971387 0.5821794594814198 0.0
0.42975 0.6744860271058039 0.6405245224867806 -0.2354997659018421 0.0 0.45518015447105853 0.5822649384367559 0.0
0.43025 0.6745437273264643 0.6403984898609997 -0.23544102022942617 0.0 0.45525892827809156 0.582343943532291 0.0
0.43075 0.6745974321190272 0.6402811896538616 -0.23538656492321855 0.0 0.4553323218326587 0.5824172997371729 0.0
0.43125 0.6746476217169837 0.6401715731487978 -0.2353358901381713 0.0 0.4554009822519288 0.5824856807807706 0.0
0.43175 0.6746946915269759 0.6400687769698747 -0.2352885763937621 0.0 0.4554654423986846 0.582549641155265 0.0
0.43225 0.6747389710128018 0.6399720818194088 -0.23524427445714363 0.0 0.45552614631063515 0.5826096426549492 0.0
0.43275 0.6747807382994813 0.6398808805708974 -0.23520268979268502 0.0 0.45558346887021495 0.5826660748976172 0.0
0.43325 0.6748202311025089 0.6397946543918956 -0.235163570926969 0.0 0.45563773052603207 0.5827192706809593 0.0
0.43375 0.6748576548299313 0.6397129550437309 -0.23512670082430656 0.0 0.4556892082063011 0.5827695173660152 0.0
0.43425 0.6748931886240614 0.6396353916824848 -0.23509189045574386 0.0 0.45573814345677555 0.5828170653654325 0.0
0.43475 0.6749269899353467 0.6395616208667309 -0.2350589739307463 0.0 0.45578474860135204 0.5828621345691158 0.0
0.43525 0.6749591980526836 0.6394913388451765 -0.2350278047400049 0.0 0.4558292114969642 0.5829049193033992 0.0
0.43575 0.6749899368833131 0.6394242754838384 -0.2349982527974136 0.0 0.45587169927770965 0.5829455922355963 0.0
0.43625 0.6750193171826673 0.6393601893950516 -0.234970202067974 0.0 0.45591236135816215 0.5829843075054414 0.0
0.43675 0.6750474383719752 0.6392988639672524 -0.23494354863493538 0.0 0.45595133188150017 0.5830212032770549 0.0
0.43725 0.6750743900399985 0.6392401040849792 -0.23491819910356398 0.0 0.4559887317422676 0.583056403846848 0.0
0.43775000000000003 0.6751002531977901 0.6391837333885757 -0.23489406926817824 0.0 0.45602467027656146 0.5830900214041809 0.0
0.43825000000000003 0.6751251013369217 0.639129591963386 -0.23487108298872478 0.0 0.456059246687552 0.5831221575156518 0.0
0.43875000000000003 0.6751490013289386 0.6390775343759229 -0.23484917123666899 0.0 0.45609255125721027 0.5831529043860909 0.0
0.43925000000000003 0.6751720141949372 0.6390274279938866 -0.2348282712794348 0.0 0.4561246663831247 0.5831823459368444 0.0
0.43975000000000003 0.6751941957677459 0.6389791515408947 -0.23480832597943344 0.0 0.4561556674706937 0.5832105587329589 0.0
0.44025000000000003 0.6752155972645307 0.6389325938470085 -0.23478928318871367 0.0 0.45618562370467813 0.5832376127842848 0.0
0.44075000000000003 0.6752362657841046 0.6388876527638417 -0.23477109522402942 0.0 0.45621459871934034 0.5832635722405648 0.0
0.44125000000000003 0.6752562447405518 0.6388442342188926 -0.23475371840996775 0.0 0.4562426511828054 0.5832884959968105 0.0
0.44175000000000003 0.6752755742426837 0.638802251388298 -0.23473711268001363 0.0 0.4562698353084611 0.5833124382223338 0.0
0.44225000000000003 0.6752942914272111 0.6387616239708084 -0.23472124122716886 0.0 0.45629620130400733 0.5833354488244895 0.0
0.44275000000000003 0.6753124307522033 0.6387222775486147 -0.23470607019715312 0.0 0.45632179576700926 0.5833575738563506 0.0
0.44325000000000003 0.6753300242563501 0.6386841430229955 -0.23469156841832284 0.0 0.4563466620343759 0.5833788558760492 0.0
0.44375000000000003 0.6753471017886807 0.6386471561146131 -0.23467770716338657 0.0 0.45637084049204013 0.5833993342643046 0.0
0.44425000000000003 0.6753636912126916 0.6386112569198369 -0.2346644599387249 0.0 0.45639436885015916 0.5834190455056653 0.0
0.44475000000000003 0.6753798185882568 0.6385763895157485 -0.2346518022977649 0.0 0.45641728238837653 0.5834380234381766 0.0
0.44525000000000003 0.675395508334189 0.6385425016075457 -0.23463971167537145 0.0 0.4564396141750138 0.5834562994754886 0.0
0.44575000000000004 0.6754107833739392 0.6385095442129536 -0.23462816724065952 0.0 0.4564613952635377 0.5834739028048549 0.0
0.44625000000000004 0.6754256652665437 0.6384774713790131 -0.23461714976600082 0.0 0.4564826548691573 0.5834908605639721 0.0
0.44675000000000004 0.675440174324667 0.6384462399272491 -0.23460664151031166 0.0 0.456503420528026 0.5835071979992056 0.0
0.44725000000000004 0.6754543297213302 0.6384158092237657 -0.23459662611497642 0.0 0.456523718241197 0.5835229386073959 0.0
0.44775000000000004 0.6754681495866866 0.6383861409712863 -0.23458708851099833 0.0 0.45654357260516387 0.5835381042631319 0.0
0.44825000000000004 0.675481651096045 0.6383571990205482 -0.23457801483615962 0.0 0.45656300693061663 0.5835527153331131 0.0
0.44875000000000004 0.6754948505501811 0.638328949198811 -0.23456939236114493 0.0 0.45658204335079033 0.5835667907790177 0.0
0.44925000000000004 0.6755077634488293 0.6383013591535204 -0.23456120942373296 0.0 0.45660070292064064 0.5835803482500846 0.0
0.44975000000000004 0.6755204045581619 0.6382743982094257 -0.2345534553702839 0.0 0.4566190057079072 0.5835934041664629 0.0
0.45025000000000004 0.6755327879729434 0.6382480372376503 -0.2345461205038586 0.0 0.4566369708770016 0.5836059737942391 0.0
0.45075000000000004 0.6755449271739769 0.6382222485354037 -0.23453919603840312 0.0 0.45665461676655805 0.583618071312931 0.0
0.45125000000000004 0.6755568350813891 0.6381970057151849 -0.23453267405851316 0.0 0.4566719609613701 0.5836297098761324 0.0
0.45175000000000004 0.67556852410424 0.6381722836024252 -0.23452654748436835 0.0 0.45668902035938264 0.5836409016659023 0.0
0.45225000000000004 0.6755800061868986 0.6381480581406825 -0.2345208100414737 0.0 0.4567058112343233 0.5836516579414142 0.0
0.45275000000000004 0.6755912928525738 0.6381243063035472 -0.2345154562349399 0.0 0.45672234929450456 0.5836619890823046 0.0
0.45325000000000004 0.6756023952443688 0.6381010060125264 -0.2345104813280388 0.0 0.45673864973828737 0.583671904627109 0.0
0.45375000000000004 0.6756133241641769 0.638078136060257 -0.23450588132486272 0.0 0.45675472730664624 0.5836814133070962 0.0
0.45425000000000004 0.6756240901097302 0.63805567603843 -0.23450165295693234 0.0 0.456770596333239 0.5836905230757883 0.0
0.45475000000000004 0.6756347033100834 0.6380336062698793 -0.23449779367365023 0.0 0.45678627079238016 0.5836992411343822 0.0
0.45525000000000004 0.6756451737597956 0.638011907744326 -0.23449430163653723 0.0 0.45680176434526276 0.583707573953266 0.0
0.45575000000000004 0.6756555112520791 0.6379905620573018 -0.2344911757172257 0.0 0.45681709038478235 0.5837155272897675 0.0
0.45625000000000004 0.6756657254111382 0.6379695513518148 -0.23448841549922408 0.0 0.4568322620792965 0.5837231062022464 0.0
0.45675000000000004 0.6756758257239633 0.6379488582623348 -0.23448602128350934 0.0 0.45684729241563704 0.583730315060595 0.0
0.45725000000000005 0.6756858215717999 0.6379284658607042 -0.2344839940980464 0.0 0.45686219424170066 0.5837371575531726 0.0
0.45775000000000005 0.6756957222615305 0.6379083576035878 -0.23448233571137225 0.0 0.456876980308932 0.5837436366901739 0.0
0.45825000000000005 0.6757055370572269 0.6378885172810886 -0.2344810486504331 0.0 0.45689166331503894 0.583749754803381 0.0
0.45875000000000005 0.675715275212102 0.6378689289661463 -0.23448013622290956 0.0 0.45690625594726436 0.5837555135422139 0.0
0.45925000000000005 0.6757249460011439 0.6378495769643487 -0.23447960254432465 0.0 0.4569207709265847 0.5837609138659554 0.0
0.45975000000000005 0.6757345587546953 0.6378304457637658 -0.23447945257029104 0.0 0.4569352210531961 0.5837659560319742 0.0
0.46025000000000005 0.6757441228932879 0.6378115199844078 -0.2344796921343092 0.0 0.45694961925371236 0.5837706395797235 0.0
0.46075000000000005 0.6757536479640599 0.6377927843268802 -0.23448032799165566 0.0 0.45696397863050237 0.5837749633102236 0.0
0.46125000000000005 0.6757631436791813 0.6377742235197154 -0.2344813678700741 0.0 0.45697831251376214 0.5837789252606005 0.0
0.46175000000000005 0.6757726199570755 0.6377558222644785 -0.23448282052884303 0.0 0.4569926345173744 0.5837825226726999 0.0
0.46225000000000005 0.6757820869695301 0.6377375651752895 -0.23448469583284948 0.0 0.4570069586027478 0.583785751951512 0.0
0.46275 0.6757915552125939 0.6377194366936552 -0.23448700488092983 0.0 0.4570212991748346 0.5837886085879593 0.0
0.46325 0.6758010357162346 0.6377014208560144 -0.23448976044140357 0.0 0.45703567136585693 0.5837910868819373 0.0
0.46375 0.6758105411444872 0.6376835001128864 -0.23449297934942956 0.0 0.4570500925235524 0.5837931783918566 0.0
0.46425 0.6758200927111377 0.6376656479512547 -0.23449669770746553 0.0 0.4570645915659013 0.5837948620750182 0.0
0.46475 0.6758297651555384 0.6376477809593679 -0.23450106986866656 0.0 0.45707926981940017 0.5837960400543895 0.0
0.46525 0.675839980646821 0.6376294456292972 -0.23450701539471724 0.0 0.4570946985874008 0.5837961177559419 0.0
0.46575 0.6758534289612008 0.6376077721812222 -0.23452044610133413 0.0 0.4571145166957975 0.5837912605515827 0.0
0.46625 0.6758875971283523 0.6375641222814912 -0.23457985241936802 0.0 0.4571623824977459 0.58375648890374 0.0
0.46675 0.6760562927274085 0.6373771858835083 -0.23493593579117036 0.0 0.45739235949096996 0.5835290451201085 0.0
0.46725 0.6770932362356534 0.6362636815814887 -0.2372111796972417 0.0 0.4588014720419227 0.5820537428253757 0.0
0.46775 0.6834671353704471 0.6294121050956103 -0.2515163882641096 0.0 0.46760062946485237 0.572682275945821 0.0
0.46825 0.7151059810993595 0.5947419410608408 -0.3285326110677345 0.0 0.5145678770234818 0.5199983608811798 0.0
0.46875 0.7892035318895955 0.5120959748596885 -0.5619786211937972 0.0 0.6427768293790534 0.3399072107159437 0.0
0.46925 0.8336233592052945 0.4612752639933077 -0.8366421741426388 0.0 0.733153283620295 0.09961467598967774 0.0
0.46975 0.8348119418743218 0.4575660365200318 -1.0087278999714548 0.0 0.740848547850075 -0.05754164192890932 0.0
0.47025 0.8259887762863407 0.4654084138607167 -1.1063746803754497 0.0 0.7271035682653193 -0.14607013987518674 0.0
0.47075 0.8170757111037732 0.47388843035345374 -1.167304745861217 0.0 0.7122459386553355 -0.20041947897723653 0.0
0.47125 0.8093971484272546 0.48135457584840446 -1.2095787554421462 0.0 0.6993053021270526 -0.23755639330413253 0.0
0.47175 0.8028113537312941 0.4878312520077729 -1.241482086886393 0.0 0.6882049400230346 -0.26521487155461987 0.0
0.47225 0.7970365206297112 0.4935524011883767 -1.2671178490132253 0.0 0.6785014164673526 -0.2871848344876194 0.0
0.47275 0.7918490072217781 0.4987197531116566 -1.288693235686342 0.0 0.669821236537367 -0.30548562315951355 0.0
0.47325 0.7870915142867831 0.5034795701659532 -1.3074835348293687 0.0 0.6618969979042172 -0.3212749293274133 0.0
0.47375 0.7826555879127137 0.5079342901706762 -1.324270627859415 0.0 0.6545429928349917 -0.3352582274024535 0.0
0.47425 0.7784659552618691 0.5121556792810381 -1.3395580105070588 0.0 0.6476298661349886 -0.34788774803717215 0.0
0.47475 0.7744696294797981 0.516194555447844 -1.353683438461599 0.0 0.6410663485809094 -0.35946590763889646 0.0
0.47525 0.7706287427452907 0.5200873687311379 -1.3668813791759296 0.0 0.6347870702631268 -0.37020227030866554 0.0
0.47575 0.7669158665513145 0.5238605690394755 -1.379319348954625 0.0 0.628744549754019 -0.38024650424491 0.0
0.47625 0.7633109296512536 0.5275335133114838 -1.3911199468809303 0.0 0.6229038994336249 -0.38970827129231955 0.0
0.47675 0.7597991597431366 0.5311204210536071 -1.4023746980001042 0.0 0.6172392818613257 -0.39866967437324613 0.0
0.47725 0.756369688187827 0.5346317064407206 -1.4131530201765583 0.0 0.6117315035633429 -0.4071932957554521 0.0
0.47775 0.7530145910550095 0.538074896638143 -1.423508186864191 0.0 0.6063663581768278 -0.4153275309948276 0.0
0.47825 0.7497282225179064 0.5414552709910995 -1.4334813821358434 0.0 0.6011334716380299 -0.4231102125499493 0.0
0.47875 0.746506747794125 0.5447763085765476 -1.4431045107996547 0.0 0.5960254896900523 -0.43057112170728873 0.0
0.47925 0.7433478147984905 0.5480400018311794 -1.452402175989061 0.0 0.591037502899252 -0.4377337599727412 0.0
0.47975 0.7402503238813849 0.5512470749974238 -1.4613930876365078 0.0 0.5861666391732372 -0.4446166162202123 0.0
0.48025 0.7372142679307588 0.5543971339513694 -1.4700910743652968 0.0 0.5814117760604867 -0.451234083824712 0.0
0.48075 0.7342406233939354 0.5574887661476233 -1.478505814761361 0.0 0.5767733394700966 -0.45759713097304067 0.0
0.48125 0.7313312780449687 0.5605196044456681 -1.4866433682789035 0.0 0.572253164669212 -0.4637137950803343 0.0
0.48175 0.7284889845692346 0.5634863655574536 -1.4945065634115848 0.0 0.5678544012016404 -0.4695895516601877 0.0
0.48225 0.7257173308629055 0.5663848722155641 -1.5020952866197617 0.0 0.5635814467772517 -0.475227594907981 0.0
0.48275 0.7230207187283798 0.5692100675562642 -1.5094067070547876 0.0 0.5594398968703433 -0.4806290591228099 0.0
0.48325 0.7204043426373203 0.5719560304094727 -1.5164354676147198 0.0 0.5554364971732302 -0.48579320532668235 0.0
0.48375 0.7178741596241474 0.5746160010025372 -1.5231738711237945 0.0 0.5515790855079269 -0.49071759499003065 0.0
0.48425 0.7154368403618305 0.5771824278194073 -1.5296120905334853 0.0 0.5478765086185974 -0.4953982718624462 0.0
0.48475 0.7130996903140856 0.5796470477431602 -1.5357384331105308 0.0 0.5443384978338234 -0.4998299728466145 0.0
0.48525 0.7108705289194662 0.5820010127527212 -1.541539689574177 0.0 0.5409754864289067 -0.5040063889014257 0.0
0.48575 0.7087575145620579 0.5842350767750986 -1.547001598754273 0.0 0.5377983513701092 -0.507920496227274 0.0
0.48625 0.7067689043062436 0.5863398550538969 -1.552109454904764 0.0 0.534818063950272 -0.5115649753870222 0.0
0.48675 0.7049127408284114 0.5883061646817722 -1.5568488764011423 0.0 0.5320452387665349 -0.5149327303122212 0.0
0.48725 0.7031964654591061 0.5901254478689844 -1.561206739291975 0.0 0.529489579665098 -0.5180175091303527 0.0
0.48775 0.7016264662627121 0.5917902685026307 -1.5651722558200185 0.0 0.5271592354149787 -0.5208146136260308 0.0
0.48825 0.7002075834562322 0.5932948577628538 -1.5687381468754438 0.0 0.5250600967615877 -0.5233216640904493 0.0
0.48875 0.6989426099054914 0.5946356674260865 -1.5719018212720277 0.0 0.5231950883672829 -0.5255393631256277 0.0
0.48925 0.6978318391975042 0.595811873029999 -1.5746664399755843 0.0 0.5215635301513559 -0.527472179595474 0.0
0.48975 0.6968727237874106 0.5968257578340151 -1.577041719397315 0.0 0.5201606569421524 -0.5291288583732382 0.0
0.49025 0.6960597063293816 0.5976829076316796 -1.5790443254588333 0.0 0.5189773865527108 -0.5305226598273015 0.0
0.49075 0.6953842749116581 0.5983921599916443 -1.5806977380802094 0.0 0.5180004091234115 -0.531671250854374 0.0
0.49125 0.6948352649797024 0.5989652821908915 -1.5820315307371695 0.0 0.5172126309144415 -0.5325962114678502 0.0
0.49175 0.6943993972362945 0.599416389122903 -1.583080087906025 0.0 0.5165939580549936 -0.53332217150472 0.0
0.49225 0.6940619969642433 0.5997611607159089 -1.583880888139433 0.0 0.5161223423376835 -0.5338756614016181 0.0
0.49275 0.6938078097182461 0.6000159520711195 -1.5844725541067126 0.0 0.5157749667629992 -0.5342838097861947 0.0
